image_id,question,answer,path
71-tWgJAwQL,Does the shoe have a bow?,Yes,05/0506b6d1.jpg
61aqRXieh1L,Does this sandal have an ankle-strap?,Yes,77/773574a0.jpg
71KXIeYdUbL,What is the closure type of the sandal?,Velcro,9b/9ba3d31a.jpg
61l23J7oE6L,What is the item's brand name?,AmazonBasics,a2/a2990308.jpg
61rqwv7PkcL,What is the board's length in inches?,Eleven,6c/6c38b2e0.jpg
71dDBdmGP7L,What shape hook is present?,V,1f/1fb421ae.jpg
71-5iaXDyAL,What shape are the red graphics?,Hearts,43/43227fac.jpg
71fejmBgHDL,What brand is this item?,AmazonBasics,c4/c4ebb94d.jpg
51ppBTSx80L,What is the desk's dominant color?,Grey,e6/e67e2669.jpg
71Lhb+lV0rL,What is printed on the back?,Sneakers,8c/8c3b057f.jpg
A1kRNu0r2KL,What are the feet colored?,Black,c3/c316fd83.jpg
71FxU9sPZhL,What is the product type?,Necklace,38/38d3e5d1.jpg
41OF9LKbn3L,What material is the wand?,Metal,c4/c4fc945b.jpg
81c9ACng4SL,What is the brand name?,Flavia,35/350f7090.jpg
61LCFmVyrbL,What phone is compatible?,Vivo,9a/9a76795b.jpg
51Ima7znioL,What color is the primary faucet fixture?,Black,98/98097aee.jpg
711QGzOJ9CL,What device is the cover for?,Lenovo,5e/5eba7d8f.jpg
71EyOmc75zL,What color is the bed sheet?,White,9e/9eae7008.jpg
81+D1ys1M4L,What is the color of the shoe?,Gold,1d/1d1b1fb8.jpg
6170j7WR3UL,What characters are on the package?,Disney,cc/ccf3d5b8.jpg
71C+h1oEfUL,What is the color described in the metadata?,Others,8f/8f766562.jpg
71UXSCWUQiL,What animal is visible?,Dog,b7/b7950ca9.jpg
71gOmEBswSL,What material is the bag made from?,Cotton,81/81dc1ed8.jpg
61BMn9WOzqL,Is there a bow on the shoe?,Yes,8c/8c2995f7.jpg
71D4DSrG6KL,How many minutes does it cook?,Five,00/00cb6c85.jpg
61oJMyzDUGL,What material is the phone case made of?,Plastic,4e/4edd81ab.jpg
91rdOV0geaL,What is the color of the bottom towel?,Green,da/dac13390.jpg
71eiVDzz2zL,What is the primary color of the case's background?,Black,b8/b8f169bf.jpg
81aWY3+ycsL,What color is the phone case?,Multicolor,a6/a6e3cc6c.jpg
81qHoR5Y5pL,What is the primary color?,Multi,1b/1b5b2929.jpg
611wLwOWuKL,In what year were these sunglasses manufactured?,2017,67/670bf60c.jpg
81k58rZWHTL,What phone is this case for?,Lenovo,46/46eb66b3.jpg
812EjD3CovL,What fruit is pictured?,Prunes,3b/3b49f1c5.jpg
81X6HVaoWDL,What is the closure type?,Lace-up,e0/e052575d.jpg
616+W7lVfOL,What color is the bracket?,White,b7/b7d20d3d.jpg
71FRS1SISiL,What is the brand name?,WaterAce,8e/8e85b580.jpg
71Thao83oEL,What is color of the bow?,Pink,f6/f6767e6d.jpg
71mRsy7HSTL,What material are the boots made of?,Suede,82/82e47845.jpg
91gWe2TvsGL,What object is near the vase?,Camera,52/5215dde5.jpg
51D7xMxvdWL,Is it on or off?,Off,42/42d0e9d2.jpg
41jLlY0f8xL,What object is used for organizing documents?,Folder,8f/8f1158fc.jpg
61lE+EN3lCL,What color is the floral design?,Golden,61/6103881c.jpg
81TpK-VyBUL,What brand is it?,Solimo,e5/e5e2d6c0.jpg
71pRPG4kYJL,What food covers the case?,Candies,fe/fe728862.jpg
71G6OahrO6L,What flavor is infused?,Orange,4e/4ec0ee56.jpg
81Trv0hPWWL,What is the case designed for?,Phone,40/40fe11f3.jpg
81jl2xNm0ZL,What is the dominant color of the shoe?,Brown,7d/7dde1a24.jpg
91jOhTgQxdL,What is the painting's style?,Modern,b6/b6d01668.jpg
51F4e4sFK2L,What brand is the phone case?,Solimo,f6/f6bfd301.jpg
71hur-DhDpL,What shape are the stones?,Round,a1/a1905cf7.jpg
71JeOfdEptL,What's the top color?,Blue,d5/d5ce9008.jpg
71oPuVH4u5L,What kind of sauce is it?,Pasta,61/614593f8.jpg
61B4z7KJoGL,What are these hanging on?,Rod,c2/c23c41fc.jpg
61BbGXdkOaL,What type of jewelry is this?,Anklet,97/9754f621.jpg
71EERoaIQuL,What is the background color?,Pink,bf/bf9d2fcb.jpg
71ImGp9fzjL,What brand is the product?,Solimo,38/3835519b.jpg
71rHuORD7WL,What color is the bottle's lid?,White,c4/c424c90e.jpg
91ZZSz27utL,What material is it made of?,Leather,e5/e5defda1.jpg
61L2V2FH9BL,What month's birthstone is this stone?,August,40/40341062.jpg
71EERoaIQuL,What is the brand name?,Solimo,bf/bf9d2fcb.jpg
81XcblSyA0L,What color are the items?,White,25/254dee0a.jpg
7169dUqYcjL,What color is the retractable cable lock?,Black,7b/7bf5f3e0.jpg
61hmQGLwZML,Where are the coffee beans grown?,Colombia,96/96cad9d1.jpg
61F61UFwiYL,Does the gel contain parabens?,Without,bd/bd3e088b.jpg
61OnkGVhMWL,What brand is displayed?,AmazonBasics,35/3595924e.jpg
716X5ss9MzL,What is the item brand?,AmazonBasics,b5/b5bb8819.jpg
71NoQsWwCSL,What shape is on the phone cover?,Heart,2a/2ab99227.jpg
71qXvJLzyTL,Do the cushions have zippers?,Yes,87/87c11ce5.jpg
81DWoWDSlnL,What is the closure type?,Lace-up,16/1660d864.jpg
911XuNn0WfS,How many spoons are present?,Four,ef/ef60960b.jpg
81XUii1tSiL,What color is the boot?,Brown,c9/c9797620.jpg
81WLNFLe2kL,What is the product's type?,Case,91/91d2da8c.jpg
81e3oZH8MyL,What brand is the case?,Solimo,97/970e86ae.jpg
61Csu1panQL,What is the case's color?,Multi-colored,c3/c3a7798c.jpg
71bNxYbyIhL,What material is used?,Wood,1c/1cc852ef.jpg
61+x6mjoHdL,What is the product type?,Sofa,ed/edc2f3cb.jpg
81eQ+l+Iq0L,Is this item under warranty?,No,b8/b8f2bd99.jpg
91iQsLWaQqL,Is the ottoman upholstered?,Yes,44/4452c39a.jpg
81koM69T+wL,What shape are the design elements?,Circles,46/46bfac2a.jpg
711-QNDHetL,What is the item height in inches?,5.91,37/37c70f82.jpg
71FYqiypxnL,What material is the case made of?,Silicon,a4/a47cbd57.jpg
71mItIqHFCL,What type of item is it?,Bedskirt,ce/ce2eecf0.jpg
71EOC7sHWWL,What is the shape of the design elements?,Flowers,2c/2c80f46e.jpg
713UHfmABDL,What color is the hose?,Yellow,25/25ec1dde.jpg
61Jh+8iNRbL,What material is it made of?,Metal,4d/4d08eb76.jpg
81ORaPjtNTL,What kind of trees are printed on the sandals?,Palm,a3/a32a4906.jpg
81o0ptsivYL,What is the material of the case?,Plastic,f5/f5476440.jpg
91aIk1DeqOL,What shape is the ottoman?,Square,46/46bbbb25.jpg
61kit1S219L,What is the shape of the camera area cutout?,Oval,ef/ef592950.jpg
8186KbQIilL,What color is the bottle?,Red,1a/1afb7330.jpg
71KBprtjn1L,What color are the flowers?,Pink,92/925e89d2.jpg
51OAF0bWEqL,What is the finish effect on the nightstand?,Walnut,77/772a7ada.jpg
61jPowF68HL,What is the item ID of the product?,B07QS92CS1,de/de43f08c.jpg
81Oq9AlsTWL,What material is the case designed like?,Iron,bc/bcab47f3.jpg
61P1ByA8LvL,How many shelves does it have?,Two,68/680feaba.jpg
51Rg-jZ3SEL,What volume is the bottle?,Gallon,b2/b2883369.jpg
71pRTS0fjzL,What type of product is this?,Case,8e/8e8362d9.jpg
71lTAZTmlZL,What material is the phone case?,Hard,bc/bcac7be3.jpg
61RTBfFGxgL,What is the ring primarily made of?,Metal,f1/f1e11e3c.jpg
71pvx1NRHSL,What color is one block?,Yellow,2c/2cbe852a.jpg
710IYaaF5+L,What is the case made of?,Silicone,54/54c41b5b.jpg
51EZQI69I-L,Which softgel quantity is lower?,150,47/47fc2bee.jpg
711Iqyqng8L,What phone model is this case for?,Vivo,2f/2f8ee4c7.jpg
619T404X2WL,What is the product type shown?,Cabinet,3f/3f16c92e.jpg
71L4vpGnsGL,What material is used?,Plastic,28/2897ebea.jpg
713XhHhA8YL,What is the case material?,Hard,7d/7d973667.jpg
81zm5sQHf-L,What is the pet in this picture?,Dog,94/941c2d96.jpg
61gb7Mfs4fL,What flavor is it?,Pepper,b9/b9916a05.jpg
71E62qS--6L,What type of room are these covers for?,Dining,73/736f202c.jpg
81L3+WeQhVL,What color is the roller?,Black,38/3812fadc.jpg
61WBS9BxKmL,What is the item's product type?,Earring,9b/9bf0a2e1.jpg
91FPNoJyS6L,What is the style of the mirror?,Rustic,2c/2c96baea.jpg
71VpG379y8L,Is there warranty included?,No,58/581ef9de.jpg
61VI4lpXzVL,What is the brand?,Solimo,3b/3b112d2e.jpg
91tQv3y5ynL,How many gloves are shown?,Two,d1/d14a3d97.jpg
710cRA4VoyL,What material is the pan made of?,Aluminium,af/af509d40.jpg
41MNQ34CD2L,What shape is the table's top?,Round,88/88890e5d.jpg
71tGx0FOaML,How many giraffes are visible?,Two,6e/6ec60e03.jpg
519OnSqTrjL,What is this item's brand?,AmazonBasics,72/72b45b6e.jpg
81KbRzQTIvL,How many pork chops are there?,Two,41/41ca6cc5.jpg
A11Xim8bL9L,How many buttons are visible?,Two,7e/7eee102c.jpg
71NWUMBaTKL,What phone is this case made for?,Itel,8a/8a5e0f6c.jpg
71zB2vmXV0L,What brand is this cover?,Solimo,48/48f7d986.jpg
8176aHTRP3L,What is the model?,Zenfone,43/438d87ff.jpg
61wV1pnW5jL,What is included for Shopping?,Checklist,89/8952e8f4.jpg
617EUxEXCTL,What material is the upper?,Synthetic,7d/7d0661de.jpg
61DHjt+eqFL,Is there warranty?,No,d8/d8c03665.jpg
81yoIKeOSpL,What kind of fastening does the belt have?,Buckle,45/459a70a4.jpg
81UNZU7E6TL,What type of item is this?,Case,07/073e5b2e.jpg
714ZNYT+t-L,Is this lamp for indoor use?,Yes,c9/c9750190.jpg
71KPcRtOXGL,How many liters does the item hold?,Five,44/4400127e.jpg
81pZhm8w63L,What is the phone model?,Stylus,47/47fb59ea.jpg
71sSrh5BL4L,What are the vegetables shown?,Beets,37/3746a904.jpg
714jPmLFC6L,What is the case's color?,Multi-Colored,54/54a3a92b.jpg
81BVsWh5nVL,What is the depicted scene showing?,Night,c9/c9a06a71.jpg
718tyG2IApL,"What material has ""rose"" in the name?",Gold,17/1726fcb6.jpg
51t-Kq8Ym3L,Is this gluten-free?,Yes,2a/2a72fd5c.jpg
81cr3xz9ZjL,What color is the jar's lid?,Black,b1/b11cab00.jpg
91DL2D1gd1L,What type of product is this?,Chair,5a/5aac6ba1.jpg
71ZlzXfWh-L,What is the predominant color at the bottom?,Orange,3a/3aff5ac8.jpg
71lSfQ6fRtL,What is the net weight in grams?,100,8f/8fac219d.jpg
A1J-x1w05pL,What color is the mat?,Marine,3c/3c135deb.jpg
81uJDe48yWL,What is the design style?,Paint,af/afe8950f.jpg
61tMl8bJcIL,What is the product made of?,Plastic,bc/bcb03da4.jpg
81Js6pQBizL,How many cameras are visible?,Four,11/1118f475.jpg
71MS7ND1y+L,What brand is this case?,Solimo,00/0019ebc4.jpg
71vD9mdIxyL,What is the style of the slipper?,Slide,33/3393e79f.jpg
718vqAD4RWL,What material is the cover made of?,Plastic,26/269dd061.jpg
81futm43KoL,What is the brand?,AmazonBasics,62/62640113.jpg
71nQn1PGOVL,How many pacifiers are in the package?,Four,21/2111e784.jpg
81CI-XrUlpL,What is the brand name?,Solimo,e9/e922e5bc.jpg
71YiLLaJIXL,What color is the dog's bow?,Pink,5a/5ae18b19.jpg
71m-Drbi4cL,What color are some of the diamonds?,Black,a2/a2b405e8.jpg
71KbltysWXL,What is the brand name?,Solimo,77/778f9c24.jpg
710jFIYKMML,What is the main color of the phone case?,Multicolor,6e/6ec32944.jpg
71boxU-MpXL,What kind of ports does it have?,Charging,3d/3d8a7d32.jpg
91ViWXphXUL,How tall is the chair in inches?,Thirty-three,41/413edfd1.jpg
91XsiAHhXNL,What is the dominant color?,Blue,4e/4ec684bb.jpg
71zN+o34pfL,What brand makes this case?,Solimo,a8/a8b1c242.jpg
717xFpxpDCL,How many camera lenses does the phone case have?,Two,c1/c1133f36.jpg
51AMi9YZL1L,What are the sofa's legs made of?,Beech,29/291f3e4f.jpg
71+YBqwpVpL,Is the case hard or soft?,Hard,51/51193168.jpg
81E7eVWnWFL,How many legs are visible?,Four,4b/4bd8cf9b.jpg
71hlWZqOuQL,What brand made the phone cover?,Solimo,10/10d2c18d.jpg
71VNa129wfL,What kind of product is this?,Case,c7/c708fdee.jpg
71ganKs3eCL,What is the shoe's model name?,Arlo,93/93ac90b2.jpg
718whByrz1L,Is this cover for mobile?,Yes,73/73de1037.jpg
71uH8beuQQL,What material is the phone case made of?,Silicone,d6/d675ed83.jpg
719BnZMKg4L,What type of shoe is pictured?,Sandal,3d/3d98caf3.jpg
71JEFBwncoL,What Amazon domain is this listed in?,Canada,c9/c950067e.jpg
71229xIzmrL,What kind of pasta is this?,Spaghetti,87/87837fd9.jpg
81Nv0-kvWbL,What size are the rings?,Seven,28/28da57fe.jpg
51IbXpplW9L,What color is the label design?,Green,5e/5e9d39c3.jpg
71+qComU6DL,What phone is this cover designed for?,Gionee,89/89a7911d.jpg
71BClD2tkdL,Is the item new or renewed?,Renewed,f1/f1785b97.jpg
71Ih0398S+L,What is the drink flavor?,Matcha,95/95cb596a.jpg
71bExS-+X5L,What is the brand?,Solimo,30/30cc0a21.jpg
71lgQURhrbL,What is the handle color?,Black,25/25e78636.jpg
71m-nEOhAXL,What is the background color?,Black,f3/f322b65f.jpg
71Tgpru4s9L,What brand is the item?,AmazonBasics,b2/b29a9bae.jpg
716ZWNT5QuL,What shape is the camera lense?,Circle,bf/bfd4f08b.jpg
81x3YFwpDRL,What type of furniture is this?,Cabinet,2f/2f78bae8.jpg
71PZ4574iZL,What is the pattern of the mobile cover?,Couples,f2/f23dcd1f.jpg
81HsG08Q4aL,What's the primary color seen on the phone case?,Brown,8a/8a3e5b32.jpg
719cnp+fT+L,What color is the gemstone?,Green,97/97db6269.jpg
81E9ugRKwOL,What type of closure do the shoes have?,Lace-up,97/971c03a1.jpg
71zdynITx0L,What shape is the texture pattern?,Rectangular,25/25d9b92a.jpg
615xlfqlmEL,What object is displayed vertically?,Stripe,69/6919ac6e.jpg
817r+lAV4EL,What is the color of the sheet?,Green,ce/cea659da.jpg
71+eRiiQ0zL,What is the phone case made of?,Plastic,a3/a3282c19.jpg
81Trv0hPWWL,What color are the chevron patterns?,Gold,40/40fe11f3.jpg
71mKqJimfAL,What color is the lion's eye?,Blue,bc/bc75c3d7.jpg
61iffao0zcL,What room is it used in?,Indoor,f5/f559baf8.jpg
51B0TKuBbQL,What kind of trim is featured?,Nailhead,82/8299b75f.jpg
615WQHli91L,Where can you use this chair?,Office,8f/8f1a9a0d.jpg
81oaBY6ReVL,Is the color mentioned as multicolored?,Yes,6a/6ab786e4.jpg
91wI6TM2zoL,What color is the chili powder?,Red,b3/b3e9ff40.jpg
81nng3PG21L,What is the background's dominant color?,Yellow,22/225f1586.jpg
71VSpY05-9L,What is the product's color?,Peach,f6/f687aeba.jpg
81fF5c5wCAL,What pattern decorates the earrings?,Greek,2c/2c727b33.jpg
7124fyVp1CL,What port is on the side of the charger?,USB,c2/c24e9773.jpg
81OWEN3NGmL,"What is the height of the item, in inches?",Fourteen,e7/e74255a9.jpg
A1vOXdikyAL,What is the predominant color in the mosaic?,Blue,0c/0c89b418.jpg
61kDEfmN0qL,What is the battery's shape?,Cylindrical,0b/0bf17eed.jpg
616RWS0kIgL,What material is it made of?,Silicon,94/94f01974.jpg
61S3+xQ40AL,What country does the product originate from?,China,38/3882c3d1.jpg
81u5xZjWF9L,Which phone brand is the cover for?,Sony,39/394c78eb.jpg
61zD5m2LfdL,What type of accessory is this?,Wireless,00/00127f22.jpg
718WtA2A3iL,What is the lamp's height in inches?,Fifty-nine,65/651b3059.jpg
71lLYlDfyML,What brand made this phone cover?,Solimo,f3/f320b64f.jpg
71ESxg0ZhtL,What color is the phone case?,Pink,a7/a760131e.jpg
61Gvz9+jSPL,What is the case's material?,Plastic,a7/a7b18280.jpg
81Vpbacp3UL,What brand is on the label?,WholeFoods,c3/c3ae5945.jpg
71nAnhaS6xL,What is the brand?,Solimo,c1/c1899348.jpg
71NOEbFxVLL,What height are the clips in inches?,3.94,28/280bd440.jpg
71DtJ-X5bQL,What brand manufactures the item?,Fix,de/de1b475b.jpg
71o9wW4SONL,What is the width in inches?,Twenty,e1/e1072d9c.jpg
816yupIDnaL,What type of phone accessory is it?,Case,c2/c2cb734d.jpg
61RB-M4KTdL,What is the background color?,Black,07/07fa5794.jpg
716PLLkpW7L,What is being shown in the image?,Cover,29/29a83dee.jpg
61FXAso+L8L,What animal is on the case?,Bear,12/12cc43bc.jpg
813SZ94jy3L,What type of case is it?,Hard,11/1108bda8.jpg
91Om2c1OvpL,What material is this backpack made of?,Polyester,94/94b8b132.jpg
81E31pH0EYL,What is the predominant background color?,Green,f4/f428cc3b.jpg
61TMnzS2lcL,What kind of device is the case for?,Phone,03/0338b6cc.jpg
910RI2513JL,What product type is shown?,Mount,aa/aa0abb75.jpg
51OAF0bWEqL,What color are the legs?,Black,77/772a7ada.jpg
51j6qHfF2dL,Which brand produced the cheese?,Dietz,43/43806474.jpg
81LQIJCtIxL,What are the crispbreads made of?,Oat,23/23aae7e2.jpg
71kgnoCwbXL,Is the text printed in bold letters?,Yes,f3/f3849473.jpg
71oQkPJMaEL,What is the primary color of the bag?,Brown,56/56d5ca83.jpg
619qwaqkHHL,What brand is the cover?,Solimo,b0/b0a000dd.jpg
61xnCXqdG5L,What brand sells this case?,Solimo,12/1213887f.jpg
81RrvyJLoWL,What is the width of the item?,Twenty-seven,41/410dc336.jpg
71zBpm50FML,What brand is this cover?,Solimo,16/162984db.jpg
61wuXfKOUIL,What is the approximate height in inches?,Seven,83/834498d6.jpg
81AbdLA+SML,"What is the weight of this item, in grams?",Fifty,cc/cc8a111d.jpg
81sOaAo4RQL,What is the height of the item in inches?,8.5,1b/1be1872a.jpg
91Tjk1Er9uL,What are in-box contents?,Bag,e0/e022e408.jpg
81F1kma4VqL,What color is the bookshelf?,Walnut,9f/9f6883da.jpg
71v3aJ-YrPL,What is the product type?,Case,35/35105df2.jpg
41PcqjQJDnL,What metal finish is used?,Brushed,6a/6a5a6954.jpg
71QfAR+3QxL,What is the brand name?,Solimo,cc/cca3dd11.jpg
71Sbjdoa3HL,"What's the main color, blue or orange?",Blue,cd/cd2c9ea4.jpg
81yp862n1qL,What is the closure type?,Slip-on,f4/f497882a.jpg
81Zpuca8yKL,Is the cover hard or soft?,Hard,b4/b411650e.jpg
71ZVJ747P-L,What type of case is this?,Hard,03/030c5cdd.jpg
61d0vArybQL,Is the product sticky?,No,da/dae01de1.jpg
91xx0Db6syL,What color is the handbag?,Black,ae/ae17c42b.jpg
81QydMYAaOL,What brand is it?,Wholefoods,00/00a45301.jpg
717vCcsAAKL,What style is the light fixture?,Farmhouse,3b/3b6a0781.jpg
71UjeO3bQxL,What is the brand name?,Stonebeam,2f/2f5d1117.jpg
71y0ix0PW9L,What color is the frame?,Black,c5/c552911b.jpg
81iRow6BO2L,What is the domain name?,Amazon,51/51bb6762.jpg
61C0z2YgdOL,What are the silver items below?,Screws,16/1627470a.jpg
71px4lz3VNL,Is there any warranty on the item?,No,07/073426be.jpg
81sVW-kqtaL,What kind of clasp is shown?,Ring,64/6445e4bc.jpg
81ff66tkAhL,What color is the shoe?,Brown,0a/0aeefb29.jpg
71mTiWdtuvL,What food grade is it?,Culinary,a4/a4d00895.jpg
61ST0rbvWTL,What is the cover's finish?,Hard,8a/8a9df0e9.jpg
61v4NTODdKL,What gemstone is this?,Zirconia,cf/cf114afb.jpg
617ewtGc9xL,What material is the stretcher bar made of?,Wood,61/61d176c6.jpg
61GAf1a-acL,What is the country of origin for this product?,Japan,cc/ccbed54b.jpg
91ao6HETaIL,What style is this furniture?,Mid-century,21/21c6293b.jpg
81XJ-1MvFhL,What kind of cookies are shown?,Oatmeal,6a/6a66cba0.jpg
61MEe92XFnL,How many inches tall is the item?,Three,e6/e6d7b6c8.jpg
81cHa0nbSAL,What is the weight in pounds?,Five,ff/ff413589.jpg
815X6V9E63L,What brand is this cover?,Solimo,0c/0c89edd8.jpg
61mhYL4o19L,What is the main background color?,Black,f0/f05b38d7.jpg
61tE0wicwpL,What color is the boot?,Black,20/20796ee7.jpg
81sroBghi-L,What brand makes this muesli?,Solimo,00/002181be.jpg
61KSdqUQdmL,What color is the stone?,Clear,5f/5f116373.jpg
61wyOXQvOhL,What brand is this phone cover?,Solimo,d2/d2e17c76.jpg
61VFIIYCYeL,What word is printed on the cover?,Queen,e7/e70d0cb2.jpg
8145QCS4JfL,How many inches wide are the pads?,Five,f9/f915e614.jpg
71M4YcwQPiL,What color is the case?,Orange,a0/a083b220.jpg
81nFPmYCfjL,How many compartments does it have?,Three,b7/b7de2b42.jpg
71r3OQwAk0L,What color is the case?,Blue,18/1894f539.jpg
71tX21TtlYL,What color is the upper-right section?,Yellow,39/39b884dc.jpg
81GKHvndwsS,What are the items made by?,Pinzon,9c/9c543966.jpg
715M2zvqoyL,What color is the shoe?,Navy,50/50e3d052.jpg
81VCbgBKKeL,What brand is printed on the product listing?,Solimo,ea/ea9970ba.jpg
81XsFEeRzOL,What brand is it?,Ravenna,d3/d3c115a0.jpg
71V62UYb19L,What material is the smaller bag?,Burlap,3d/3d1a2d92.jpg
71a7+Dl0hEL,Is the style plain or patterned?,Patterned,64/6436db1b.jpg
71-HJdmto4L,How is the cover printed?,3D,e6/e62af3f6.jpg
71Ftxbj2YPL,What device is this for?,Motorola,8d/8d3b68a6.jpg
71h0vdpa99L,What's printed on the case?,Flowers,23/23f6ecfd.jpg
71ON+t8rGEL,What color is the shoe?,Brown,2d/2d2a2b82.jpg
71MU7MrvzJL,What is the dominant background color?,Black,20/20097b97.jpg
71HuQce6gDL,What material is the phone case made of?,Silicone,c9/c97ca292.jpg
81QfmV6rkWL,What is this item for?,Baby,00/0031feac.jpg
71mbNRBSGTL,What is the globe shape?,G40,a6/a630503c.jpg
71M9XgpTDFL,What fruit is in the photo?,Beet,6b/6bdfb13c.jpg
71z8AD+T96L,What insect is featured?,Butterfly,92/92f1034d.jpg
71cAxqGPxGL,What is the phone brand compatibility?,Samsung,e3/e39a9b19.jpg
71v0Kk3z3LL,What type of item is in the picture?,Case,50/5037bb2a.jpg
71UOLbybMnL,What phone brand is the case for?,Microsoft,cb/cb2cc9e6.jpg
71OQJ2UVYLL,Is this item flexible?,Yes,3d/3d45bd89.jpg
71qneAYzwxL,What color is the background of the case?,Black,cc/ccfdd9c2.jpg
51F5gUf60kL,What is the unit of item height?,Inches,34/3413b08a.jpg
71GmFPzErQL,What kind of upper is used?,Suede,f4/f4edcb5b.jpg
81ff66tkAhL,What are these shoes categorized as?,Sneakers,0a/0aeefb29.jpg
717b5UENz7L,What printing type is it?,3D,dd/dd9e91d5.jpg
71WE0c-ZUyL,What color is the leaf?,Yellow,9d/9dcfaf06.jpg
61OnkGVhMWL,What product type is this?,Pan,35/3595924e.jpg
71x9zfqlRjL,What is the material of this case?,Plastic,c8/c851f3d7.jpg
61rvNCqVkmL,Is this product foldable?,Yes,74/74d89373.jpg
51SbWD7nCTL,What is the brand?,AmazonBasics,24/24158edc.jpg
719460TVhzL,What material is the case made from?,Plastic,b8/b8af4a37.jpg
81OHEX+PINL,What color is the cover?,Multicolored,94/94606e76.jpg
61u9UJvHnmL,What material does the item protect against?,Scratches,d4/d4915e93.jpg
71QYsKWLT0L,What is the item's type?,Shoes,21/2137224a.jpg
71MlhFd1SDL,Are the bottles leakproof?,Yes,54/549cdfae.jpg
61fDrMX1QjL,What kind of instrument is shown on the image?,Guitar,22/226ea9fb.jpg
71+CGUl2-bL,What phone is compatible?,LG,9b/9bfa8dbf.jpg
71dlQXb5eZL,What color is the case?,Multi-colored,ab/ab8020ab.jpg
81FZhFMXmJL,What color is on the top of the cartridge?,Pink,2e/2e754e1f.jpg
71IIC016uPL,What is the toe style?,Open,67/67a46346.jpg
81S3B1kbZXL,What pattern is on the cover?,Splashes,03/03ca99ea.jpg
61wNRmF86hL,What color is the frame?,Beige,2e/2e496a8a.jpg
91ejzn3zyTL,What is the weight in grams?,Twohundred,3f/3f0d018e.jpg
61jcqA2zgNL,What is the material of the case?,Plastic,e3/e39d2a14.jpg
61GEELedlaL,What kind of glasses are these?,Safety,c5/c53e1c65.jpg
814s-a7au4L,What color is the grass?,Green,75/7525504e.jpg
61azh62XmtL,What shape is the tabletop?,Triangle,28/28c2d12a.jpg
61mqxQpVvbL,Is there a lid?,Yes,45/454426b9.jpg
81Wn1CBuGiL,What color is the product?,Multi-colored,ab/ab78140a.jpg
71D1T+TfeiL,What material is the phone case made of?,Silicon,f1/f134547c.jpg
71Ew7NRD4ZL,What is the color of the screen background?,Purple,94/9423ed7c.jpg
51ua7mTZnyL,What is the garment's intended sport usage?,Sporting,8a/8a50c4bc.jpg
6145LphKcoL,Is the board magnetic?,Yes,f5/f53121e9.jpg
71lf0Zb9ekL,What is the predominant material of the case?,Plastic,7a/7a13b753.jpg
71MjaLWfXyL,What animal is depicted?,Dog,38/380250a0.jpg
81jK0ibF5tL,How many pieces are in the set?,Forty,35/35fdfe3b.jpg
81ZFWYxDNTL,What color is the primary product ingredient?,White,cf/cf55de7b.jpg
71F5O0tsWZL,What is the apparent emotion?,Sadness,60/604717bf.jpg
71DhX4K7ZKL,How is the case printed?,3D,8f/8f259102.jpg
71T9DERkVXL,What does the text say?,Girlboss,c1/c1f49c77.jpg
71VtYAoa5mL,What is the product type?,Kitchen,d6/d6106cd0.jpg
A11qh6eGnKL,What is the filling of the couch?,Down,6b/6bf8b17c.jpg
716tmI9NXjL,What color are the laces?,White,db/db20fd35.jpg
71MBHG+c+tL,What's the case material?,Silicon,61/61bc9640.jpg
71BT-zQF+2L,How many cameras are visible?,Three,5f/5f546fce.jpg
61HnGKoXDWL,What material is the shoe's fabric made of?,Polyurethane,77/77d00a72.jpg
61dC-9xm3vL,What shape is behind the letter?,Heart,ee/eeccb1b8.jpg
61OnkGVhMWL,What brand is shown?,AmazonBasics,35/3595924e.jpg
81FT5wUlJKL,What is the sofa's product?,Sofa,82/823a9799.jpg
617+XjhynML,"What is written above ""BOY""?",Little,7b/7baea086.jpg
71OTumLSnhL,What material is the phone case made of?,Plastic,ae/aef0eba7.jpg
81BEz-LdB6L,What is the design printed?,Brick,bf/bf24b051.jpg
6133M+pkpzL,What is the closure type of the shoe?,Lace-up,a6/a649955e.jpg
A1+Ioeu6GGL,What are the legs made of?,Beech,58/584841fe.jpg
61OnkGVhMWL,How many prongs does it have?,Two,35/3595924e.jpg
71V4R6irp9L,What company sells this brand?,Wholefoods,46/46f6712c.jpg
61F4H3sTeEL,What brand is this case?,Solimo,31/314aa2de.jpg
71-Vk36xzrL,How many years is the warranty?,Three,96/9677682b.jpg
613GbFuuxdL,What opens the safe?,Fingerprint,1e/1e67b120.jpg
71s-wrwygdL,What kind of printing is displayed?,3D,88/885df152.jpg
61XP4Zoe4+L,What is the case's material?,Silicon,f0/f0c7c8ec.jpg
71+S7MNzkRL,Is it pH-balanced?,Yes,5b/5bc37817.jpg
81c3XkIXi6L,What's the pattern of this pillow?,Solid,ca/ca278a71.jpg
71btFP8P7XL,What type of print is this case?,3D,7e/7ee9e585.jpg
61N69kmrUwL,What flavor is the granola?,Peanut,6a/6af0a219.jpg
61wx6J8snnL,What is the boot’s general color?,Blue,a3/a3d3b5ae.jpg
71kgnoCwbXL,What color is the cone?,Yellow,f3/f3849473.jpg
61PlKVNhXJL,How many screws are shown?,Two,9d/9d3067eb.jpg
71VgRJPeO0L,What store is this sauce from?,Wholefoods,89/89575254.jpg
